Model,Run,TrainTime,Params,LatencyPerImage
dcgan,64,11.462344986852258,759680,4.4457949115894735e-05
dcgan,65,11.222732925321907,759680,3.94627422792837e-05
dcgan,66,11.203529627993703,759680,5.007893196307123e-05
dcgan,67,11.154327847063541,759680,3.930578532163054e-05
dcgan,68,11.178336871787906,759680,5.0708811613731086e-05
dcgan,69,11.479338035918772,759680,5.1781258662231266e-05
dcgan,70,11.479258975945413,759680,4.006980452686548e-05
dcgan,71,11.464418622199446,759680,3.4539218177087605e-05
dcgan,72,11.666063758078963,759680,3.808805195149034e-05
dcgan,73,11.61566994804889,759680,4.276583786122501e-05
dcgan,74,11.597100364975631,759680,4.125350096728653e-05
dcgan,75,11.262160748708993,759680,3.383481816854328e-05
dcgan,76,11.311766800936311,759680,4.4195461669005454e-05
dcgan,77,11.661545834038407,759680,4.85242489958182e-05
dcgan,78,11.52221890212968,759680,4.35540423495695e-05
dcgan,79,11.368431066628546,759680,4.414291470311582e-05
dcgan,80,11.548372036311775,759680,4.333446850068867e-05
dcgan,81,11.420666635967791,759680,4.106697451788932e-05
dcgan,82,11.443564012646675,759680,3.487440699245781e-05
dcgan,83,11.575547839980572,759680,3.568136889953166e-05
dcgan,84,11.562823239713907,759680,3.534465213306248e-05
dcgan,85,11.513012170791626,759680,3.548634413164109e-05
dcgan,86,11.383124393876642,759680,3.47998138749972e-05
dcgan,87,11.4033606601879,759680,4.129231092520058e-05
dcgan,88,11.409962391946465,759680,3.672718594316393e-05
dcgan,89,11.471582740079612,759680,3.8564816350117326e-05
dcgan,90,11.466765105724335,759680,3.968330565840006e-05
dcgan,91,11.4247858771123,759680,3.490582457743585e-05
dcgan,92,11.458904276136309,759680,3.566265513654798e-05
dcgan,93,11.446117143146694,759680,3.457203274592757e-05
dcgan,94,11.522346440237015,759680,4.1279374272562563e-05
dcgan,95,11.622511805035174,759680,4.145762068219483e-05
dcgan,96,11.584258312825114,759680,4.029533010907471e-05
dcgan,97,11.561779838986695,759680,3.5011122236028314e-05
dcgan,98,11.563057025894523,759680,4.051050927955657e-05
dcgan,99,11.620201314799488,759680,4.2122002923861146e-05
cgan,0,15.10442972695455,868613,0.0005803319363621995
cgan,1,16.764170330949128,868613,6.397557444870472e-05
cgan,2,16.731627233792096,868613,5.8943594922311604e-05
cgan,3,16.733422301709652,868613,5.654568667523563e-05
cgan,4,17.024249264970422,868613,5.9937709011137486e-05
cgan,5,16.927597092930228,868613,6.428768392652273e-05
cgan,6,16.66888347826898,868613,6.412727816496044e-05
cgan,7,16.916382958646864,868613,6.262406532187015e-05
cgan,8,16.908144562039524,868613,6.840021524112672e-05
cgan,9,16.871432438958436,868613,6.350413605105132e-05
cgan,10,16.80083821900189,868613,6.311059405561537e-05
cgan,11,17.024213509168476,868613,6.58481294522062e-05
cgan,12,16.924922408070415,868613,6.55187905067578e-05
cgan,13,16.870163579005748,868613,6.318066152743995e-05
cgan,14,16.814250432886183,868613,6.682565435767174e-05
cgan,15,16.901605448219925,868613,6.37119374005124e-05
cgan,16,16.958384912926704,868613,6.342165579553694e-05
cgan,17,16.911289177369326,868613,6.1700091464445e-05
cgan,18,16.933510853908956,868613,5.799021164420992e-05
cgan,19,16.878855681046844,868613,6.212858716025949e-05
cgan,20,16.69220642792061,868613,6.115622818470001e-05
cgan,21,16.78603548090905,868613,6.43161911284551e-05
cgan,22,16.697161197196692,868613,7.169846503529698e-05
cgan,23,16.499970983248204,868613,6.91029999870807e-05
cgan,24,16.39819363830611,868613,6.1017126427032053e-05
cgan,25,16.328142722137272,868613,5.9406025684438646e-05
cgan,26,16.485245543997735,868613,6.682390812784433e-05
cgan,27,14.665921127889305,868613,5.432707257568836e-05
cgan,28,16.975963856093585,868613,7.3609160608612e-05
cgan,29,16.533804587088525,868613,6.234656029846519e-05
cgan,30,16.62555782822892,868613,6.324351124931127e-05
cgan,31,16.542010292876512,868613,6.277443026192486e-05
cgan,32,16.757401306182146,868613,6.492497050203383e-05
cgan,33,16.800261687953025,868613,6.114759889896959e-05
cgan,34,16.784573675133288,868613,6.169787957333028e-05
cgan,35,16.827955888118595,868613,6.308485171757638e-05
cgan,36,16.898508444894105,868613,6.268375727813691e-05
cgan,37,16.93389187986031,868613,6.385828601196408e-05
cgan,38,16.651806990616024,868613,6.5168525907211e-05
cgan,39,16.756855073850602,868613,6.872793892398477e-05
cgan,40,16.981803088914603,868613,6.411621870938689e-05
cgan,41,16.81945514958352,868613,6.139172182884067e-05
cgan,42,16.748312500771135,868613,6.182433571666479e-05
cgan,43,16.69810127466917,868613,6.203990778885782e-05
cgan,44,16.685716208070517,868613,6.105939974077046e-05
cgan,45,16.7333714812994,868613,6.254603795241565e-05
cgan,46,16.854518074076623,868613,5.858149961568415e-05
cgan,47,16.907808104995638,868613,6.47602864773944e-05
cgan,48,16.568122285883874,868613,6.510326056741178e-05
cgan,49,16.530338432174176,868613,5.9885845985263586e-05
cgan,50,16.646851417142898,868613,5.941893323324621e-05
cgan,51,16.46882412675768,868613,6.14033779129386e-05
cgan,52,16.530758162029088,868613,5.602468445431441e-05
cgan,53,16.524344860110432,868613,6.754194328095764e-05
cgan,54,16.907748361118138,868613,6.309196760412306e-05
cgan,55,16.93017802434042,868613,6.474487599916756e-05
cgan,56,16.92835598718375,868613,6.675087206531316e-05
cgan,57,16.640026847831905,868613,7.951234874781221e-05
cgan,58,16.97960253804922,868613,6.258550274651498e-05
cgan,59,16.846844896208495,868613,6.205624958965927e-05
cgan,60,16.756583496928215,868613,6.104136991780251e-05
cgan,61,17.024260235019028,868613,6.32890296401456e-05
cgan,62,16.924912912771106,868613,5.829222209285945e-05
cgan,63,16.937641402706504,868613,5.7455472415313125e-05
cgan,64,16.92707843426615,868613,6.787596794310957e-05
cgan,65,16.936596610117704,868613,6.108515663072467e-05
cgan,66,16.894230691250414,868613,6.483578181359917e-05
cgan,67,16.380458881612867,868613,6.571336416527629e-05
cgan,68,16.420643597841263,868613,6.893971294630319e-05
cgan,69,16.770241322927177,868613,5.6455028243362904e-05
cgan,70,16.760162719991058,868613,6.0641905292868614e-05
cgan,71,16.783897126093507,868613,6.028803181834519e-05
cgan,72,16.780241801869124,868613,6.254743493627757e-05
cgan,73,15.624774468597025,868613,7.341599848587066e-05
cgan,74,16.692300661001354,868613,6.979600584600121e-05
cgan,75,16.411756359040737,868613,6.840762216597795e-05
cgan,76,16.339761843904853,868613,5.844928091391921e-05
cgan,77,16.807389587163925,868613,6.264238618314266e-05
cgan,78,16.79163918690756,868613,6.505758210550994e-05
cgan,79,16.445017504971474,868613,6.158000905998051e-05
cgan,80,16.672599356155843,868613,6.355899677146226e-05
cgan,81,16.379358001984656,868613,5.9742655139416456e-05
cgan,82,16.516651238314807,868613,6.079503509681672e-05
cgan,83,16.758142410311848,868613,6.335263606160879e-05
cgan,84,16.711988719645888,868613,6.315141217783093e-05
cgan,85,16.549805533140898,868613,6.127868255134672e-05
cgan,86,16.558233559131622,868613,6.305759598035365e-05
cgan,87,16.670918858144432,868613,5.613004032056779e-05
cgan,88,16.716076822951436,868613,5.61432825634256e-05
cgan,89,16.808637042995542,868613,5.7433091569691896e-05
cgan,90,16.72025331715122,868613,5.651965329889208e-05
cgan,91,16.70862463489175,868613,5.727312236558646e-05
cgan,92,16.70806818595156,868613,6.235540786292404e-05
cgan,93,16.685186178889126,868613,6.413542723748833e-05
cgan,94,16.671638476196676,868613,6.210546416696161e-05
cgan,95,16.610487145837396,868613,6.500162999145687e-05
cgan,96,16.87407554872334,868613,6.733540794812143e-05
cgan,97,16.815521668177098,868613,8.90407245606184e-05
cgan,98,17.068195004947484,868613,6.647090776823461e-05
cgan,99,17.098768359981477,868613,6.233008753042668e-05
wgan,0,53.90562382014468,759680,6.672744348179549e-05
wgan,1,54.04083813400939,759680,7.38965900382027e-05
wgan,2,54.38875642605126,759680,6.892424426041543e-05
wgan,3,54.706569171044976,759680,6.846078031230718e-05
wgan,4,54.83279285393655,759680,5.980186688248068e-05
wgan,5,54.231659963727,759680,5.769229028373957e-05
wgan,6,53.998782792594284,759680,7.618224481120706e-05
wgan,7,54.819517012219876,759680,7.194971840362996e-05
wgan,8,54.813135996926576,759680,7.08728184690699e-05
wgan,9,54.406293781939894,759680,7.340846059378237e-05
wgan,10,54.40977839799598,759680,6.98738731443882e-05
wgan,11,53.62765611195937,759680,6.769118772353977e-05
wgan,12,53.85499429795891,759680,5.959183908998966e-05
wgan,13,54.141261123120785,759680,6.854691309854388e-05
wgan,14,54.000738826580346,759680,6.422922888305038e-05
wgan,15,54.205134948249906,759680,5.9855039580725133e-05
wgan,16,54.57705934997648,759680,7.037828618194908e-05
wgan,17,54.3009159010835,759680,6.902897439431399e-05
wgan,18,54.288575237151235,759680,6.747643055859953e-05
wgan,19,54.231879299972206,759680,7.129603181965649e-05
wgan,20,54.24542985390872,759680,7.449447002727538e-05
wgan,21,54.33920129388571,759680,6.569910328835249e-05
wgan,22,54.37760764360428,759680,7.131199527066201e-05
wgan,23,54.737189575098455,759680,6.91939058015123e-05
wgan,24,54.32337344111875,759680,6.746912549715489e-05
wgan,25,54.68234797613695,759680,6.959721213206649e-05
wgan,26,54.974893905222416,759680,7.124665717128664e-05
wgan,27,54.544109646230936,759680,7.414071296807379e-05
wgan,28,54.15339985815808,759680,6.876590487081558e-05
wgan,29,53.64316928200424,759680,7.262358849402517e-05
wgan,30,54.192876811139286,759680,5.978939589112997e-05
wgan,31,53.931281556840986,759680,7.27593433111906e-05
wgan,32,53.147159145213664,759680,9.167418465949595e-05
wgan,33,53.24491088697687,759680,9.327652514912188e-05
wgan,34,53.241688893176615,759680,7.417480810545385e-05
wgan,35,53.388397813308984,759680,7.318571442738175e-05
wgan,36,53.379874635022134,759680,6.99916563462466e-05
wgan,37,54.331376858986914,759680,7.556633499916643e-05
wgan,38,54.59572133375332,759680,9.845777822192758e-05
wgan,39,54.192060207016766,759680,7.049106352496892e-05
wgan,40,54.07010365603492,759680,6.964063504710793e-05
wgan,41,54.2970081330277,759680,7.645855657756329e-05
wgan,42,54.24312058510259,759680,6.91303430357948e-05
wgan,43,54.18258922826499,759680,6.977767043281347e-05
wgan,44,54.04471227992326,759680,7.001758785918355e-05
wgan,45,54.221237142104656,759680,7.018687028903514e-05
wgan,46,53.95413372898474,759680,6.98339135851711e-05
wgan,47,54.30734709277749,759680,7.242997526191175e-05
wgan,48,54.27025721175596,759680,4.114244075026363e-05
wgan,49,54.0560788679868,759680,5.876524664927274e-05
wgan,50,54.682058822829276,759680,6.93836627760902e-05
wgan,51,54.17387753725052,759680,6.869346543680876e-05
wgan,52,54.74729694798589,759680,6.636380567215383e-05
wgan,53,55.12631695577875,759680,6.997417949605733e-05
wgan,54,54.87407421274111,759680,6.863533053547144e-05
wgan,55,54.769299982115626,759680,5.882137338630855e-05
wgan,56,54.33930299477652,759680,5.8873556554317474e-05
wgan,57,54.34357248386368,759680,7.195900252554566e-05
wgan,58,55.06674319691956,759680,6.771062908228487e-05
wgan,59,54.72280987724662,759680,6.721471436321735e-05
wgan,60,54.84469620184973,759680,5.8990088291466236e-05
wgan,61,54.78917053760961,759680,5.949489423073828e-05
wgan,62,53.74640684295446,759680,7.535908662248403e-05
wgan,63,54.958810242824256,759680,7.699278648942709e-05
wgan,64,55.17724743112922,759680,7.224566070362926e-05
wgan,65,54.58513144776225,759680,6.823180592618883e-05
wgan,66,54.54241037322208,759680,6.799702532589436e-05
wgan,67,54.89355851104483,759680,7.263828592840582e-05
wgan,68,54.50103184580803,759680,6.769753235857934e-05
wgan,69,54.788121074438095,759680,7.016200106590986e-05
wgan,70,54.841358717065305,759680,5.982765287626535e-05
wgan,71,54.59501767763868,759680,5.7678669691085815e-05
wgan,72,54.68414771510288,759680,7.443060167133808e-05
wgan,73,54.33137489622459,759680,7.167090370785445e-05
wgan,74,54.63493600813672,759680,7.439836917910725e-05
wgan,75,54.64905934687704,759680,6.980269972700626e-05
wgan,76,54.77867854293436,759680,7.393343548756093e-05
wgan,77,54.607663593720645,759680,7.154922059271485e-05
wgan,78,54.24238058598712,759680,7.105831173248589e-05
wgan,79,54.10568129783496,759680,7.063095108605921e-05
wgan,80,53.95438183983788,759680,7.118475332390517e-05
wgan,81,54.11880805483088,759680,7.100174843799323e-05
wgan,82,54.35238033300266,759680,6.882353045511991e-05
wgan,83,54.3528056317009,759680,6.951858813408762e-05
wgan,84,55.13355224719271,759680,7.054449815768749e-05
wgan,85,54.96025452809408,759680,7.26443249732256e-05
wgan,86,54.90294389706105,759680,6.802765710745007e-05
wgan,87,54.23059073416516,759680,6.812000356148928e-05
wgan,88,55.03294213116169,759680,6.806313467677683e-05
wgan,89,54.52360886381939,759680,5.925149889662862e-05
wgan,90,54.19947260292247,759680,7.351150270551443e-05
wgan,91,53.98496572393924,759680,6.810748891439289e-05
wgan,92,54.849749497137964,759680,6.987938832025975e-05
wgan,93,54.787058169953525,759680,7.066107355058193e-05
wgan,94,54.871893752831966,759680,6.112440314609557e-05
wgan,95,54.79245360288769,759680,6.885365291964263e-05
wgan,96,54.377404254861176,759680,5.946095916442573e-05
wgan,97,54.932600570842624,759680,7.575399649795145e-05
wgan,98,54.280376736074686,759680,7.247317989822477e-05
wgan,99,54.6337499669753,759680,6.781630509067327e-05
