strategy,strategy_display_name,strategy_index,gan_run_id,generation_run_id,classifier_run_id,ratio,acc,prec,rec,f1,auc,tn,fp,fn,tp,synthetic_class0_count,synthetic_class1_count,total_synthetic_count,balanced_dataset_size,total_real_samples,real_class0_count,real_class1_count,gan_training_time_sec,synthetic_generation_time_sec,classifier_training_time_sec,classifier_eval_time_sec,gan_seed,generation_seed,classifier_seed
wgan,WGAN-GP (classe 0),4,3,4,8,0.2688284518828452,0.7692307692307693,0.7785714285714286,0.956140350877193,0.8582677165354331,0.6090225563909775,11,31,5,109,110,300,410,956,546,147,399,22.293715238571167,0.0037772655487060547,0.5272135734558105,0.1179654598236084,40002027,40005028,43006032
wgan,WGAN-GP (classe 0),4,3,4,9,0.2688284518828452,0.7692307692307693,0.7671232876712328,0.9824561403508771,0.8615384615384616,0.5864661654135338,8,34,2,112,110,300,410,956,546,147,399,22.293715238571167,0.0037772655487060547,0.5287556648254395,0.11791253089904785,40002027,40005028,43006033
wgan,WGAN-GP (classe 0),4,3,4,10,0.2688284518828452,0.717948717948718,0.85,0.7456140350877193,0.794392523364486,0.694235588972431,27,15,29,85,110,300,410,956,546,147,399,22.293715238571167,0.0037772655487060547,0.5278575420379639,0.1190195083618164,40002027,40005028,43006034
wgan,WGAN-GP (classe 0),4,3,5,1,0.2692307692307692,0.7948717948717948,0.8059701492537313,0.9473684210526315,0.8709677419354839,0.6641604010025062,16,26,6,108,147,399,546,1092,546,147,399,22.293715238571167,0.003312349319458008,0.6434376239776611,0.12172222137451172,40002027,40005029,43007025
wgan,WGAN-GP (classe 0),4,3,5,2,0.2692307692307692,0.7435897435897436,0.7402597402597403,1.0,0.8507462686567164,0.5238095238095238,2,40,0,114,147,399,546,1092,546,147,399,22.293715238571167,0.003312349319458008,0.6432399749755859,0.12126970291137695,40002027,40005029,43007026
wgan,WGAN-GP (classe 0),4,3,5,3,0.2692307692307692,0.7371794871794872,0.738562091503268,0.9912280701754386,0.846441947565543,0.5194235588972431,2,40,1,113,147,399,546,1092,546,147,399,22.293715238571167,0.003312349319458008,0.6432170867919922,0.12154364585876465,40002027,40005029,43007027
wgan,WGAN-GP (classe 0),4,3,5,4,0.2692307692307692,0.7435897435897436,0.8557692307692307,0.7807017543859649,0.8165137614678899,0.7117794486215538,27,15,25,89,147,399,546,1092,546,147,399,22.293715238571167,0.003312349319458008,0.6399827003479004,0.1204838752746582,40002027,40005029,43007028
wgan,WGAN-GP (classe 0),4,3,5,5,0.2692307692307692,0.7884615384615384,0.8,0.9473684210526315,0.8674698795180723,0.6522556390977443,15,27,6,108,147,399,546,1092,546,147,399,22.293715238571167,0.003312349319458008,0.6437900066375732,0.12147021293640137,40002027,40005029,43007029
wgan,WGAN-GP (classe 0),4,3,5,6,0.2692307692307692,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,147,399,546,1092,546,147,399,22.293715238571167,0.003312349319458008,0.6424901485443115,0.12131404876708984,40002027,40005029,43007030
wgan,WGAN-GP (classe 0),4,3,5,7,0.2692307692307692,0.7756410256410257,0.7724137931034483,0.9824561403508771,0.8648648648648649,0.5983709273182958,9,33,2,112,147,399,546,1092,546,147,399,22.293715238571167,0.003312349319458008,0.6403696537017822,0.12182998657226562,40002027,40005029,43007031
wgan,WGAN-GP (classe 0),4,3,5,8,0.2692307692307692,0.7948717948717948,0.8014705882352942,0.956140350877193,0.872,0.656641604010025,15,27,5,109,147,399,546,1092,546,147,399,22.293715238571167,0.003312349319458008,0.6389377117156982,0.12088251113891602,40002027,40005029,43007032
wgan,WGAN-GP (classe 0),4,3,5,9,0.2692307692307692,0.7243589743589743,0.7795275590551181,0.868421052631579,0.8215767634854771,0.6008771929824561,14,28,15,99,147,399,546,1092,546,147,399,22.293715238571167,0.003312349319458008,0.6387379169464111,0.12069201469421387,40002027,40005029,43007033
wgan,WGAN-GP (classe 0),4,3,5,10,0.2692307692307692,0.782051282051282,0.8225806451612904,0.8947368421052632,0.8571428571428571,0.6854636591478698,20,22,12,102,147,399,546,1092,546,147,399,22.293715238571167,0.003312349319458008,0.6384317874908447,0.12116146087646484,40002027,40005029,43007034
wgan,WGAN-GP (classe 0),4,3,6,1,0.26886446886446885,0.7756410256410257,0.7762237762237763,0.9736842105263158,0.8638132295719845,0.605889724310777,10,32,3,111,220,599,819,1365,546,147,399,22.293715238571167,0.003655672073364258,0.7982277870178223,0.12141990661621094,40002027,40005030,43008025
wgan,WGAN-GP (classe 0),4,3,6,2,0.26886446886446885,0.7884615384615384,0.7755102040816326,1.0,0.8735632183908046,0.6071428571428572,9,33,0,114,220,599,819,1365,546,147,399,22.293715238571167,0.003655672073364258,0.7994990348815918,0.12164044380187988,40002027,40005030,43008026
wgan,WGAN-GP (classe 0),4,3,6,3,0.26886446886446885,0.7243589743589743,0.8901098901098901,0.7105263157894737,0.7902439024390244,0.7362155388471178,32,10,33,81,220,599,819,1365,546,147,399,22.293715238571167,0.003655672073364258,0.7978556156158447,0.12018895149230957,40002027,40005030,43008027
wgan,WGAN-GP (classe 0),4,3,6,4,0.26886446886446885,0.7756410256410257,0.7762237762237763,0.9736842105263158,0.8638132295719845,0.605889724310777,10,32,3,111,220,599,819,1365,546,147,399,22.293715238571167,0.003655672073364258,0.7998611927032471,0.1216895580291748,40002027,40005030,43008028
wgan,WGAN-GP (classe 0),4,3,6,5,0.26886446886446885,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,220,599,819,1365,546,147,399,22.293715238571167,0.003655672073364258,0.7999823093414307,0.12158727645874023,40002027,40005030,43008029
wgan,WGAN-GP (classe 0),4,3,6,6,0.26886446886446885,0.7692307692307693,0.7708333333333334,0.9736842105263158,0.8604651162790697,0.5939849624060151,9,33,3,111,220,599,819,1365,546,147,399,22.293715238571167,0.003655672073364258,0.79599928855896,0.12160468101501465,40002027,40005030,43008030
wgan,WGAN-GP (classe 0),4,3,6,7,0.26886446886446885,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,220,599,819,1365,546,147,399,22.293715238571167,0.003655672073364258,0.7999422550201416,0.1220240592956543,40002027,40005030,43008031
wgan,WGAN-GP (classe 0),4,3,6,8,0.26886446886446885,0.7307692307692307,0.7337662337662337,0.9912280701754386,0.8432835820895522,0.5075187969924811,1,41,1,113,220,599,819,1365,546,147,399,22.293715238571167,0.003655672073364258,0.7980000972747803,0.12129759788513184,40002027,40005030,43008032
wgan,WGAN-GP (classe 0),4,3,6,9,0.26886446886446885,0.8012820512820513,0.8029197080291971,0.9649122807017544,0.8764940239043825,0.6610275689223057,15,27,4,110,220,599,819,1365,546,147,399,22.293715238571167,0.003655672073364258,0.7989163398742676,0.12392711639404297,40002027,40005030,43008033
wgan,WGAN-GP (classe 0),4,3,6,10,0.26886446886446885,0.7371794871794872,0.7354838709677419,1.0,0.8475836431226765,0.5119047619047619,1,41,0,114,220,599,819,1365,546,147,399,22.293715238571167,0.003655672073364258,0.7974839210510254,0.12134170532226562,40002027,40005030,43008034
wgan,WGAN-GP (classe 0),4,4,1,1,0.2692307692307692,0.75,0.8260869565217391,0.8333333333333334,0.8296943231441049,0.6785714285714286,22,20,19,95,0,0,0,546,546,147,399,22.280312299728394,0.0,0.30379748344421387,0.11043834686279297,40002028,40006025,44003025
wgan,WGAN-GP (classe 0),4,4,1,2,0.2692307692307692,0.7307692307692307,0.8050847457627118,0.8333333333333334,0.8189655172413793,0.6428571428571428,19,23,19,95,0,0,0,546,546,147,399,22.280312299728394,0.0,0.287229061126709,0.1084146499633789,40002028,40006025,44003026
wgan,WGAN-GP (classe 0),4,4,1,3,0.2692307692307692,0.7371794871794872,0.7354838709677419,1.0,0.8475836431226765,0.5119047619047619,1,41,0,114,0,0,0,546,546,147,399,22.280312299728394,0.0,0.28830385208129883,0.11055183410644531,40002028,40006025,44003027
wgan,WGAN-GP (classe 0),4,4,1,4,0.2692307692307692,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,0,0,0,546,546,147,399,22.280312299728394,0.0,0.3043849468231201,0.11026692390441895,40002028,40006025,44003028
wgan,WGAN-GP (classe 0),4,4,1,5,0.2692307692307692,0.75,0.7516778523489933,0.9824561403508771,0.8517110266159695,0.5507518796992481,5,37,2,112,0,0,0,546,546,147,399,22.280312299728394,0.0,0.2871222496032715,0.11076641082763672,40002028,40006025,44003029
wgan,WGAN-GP (classe 0),4,4,1,6,0.2692307692307692,0.7435897435897436,0.743421052631579,0.9912280701754386,0.849624060150376,0.531328320802005,3,39,1,113,0,0,0,546,546,147,399,22.280312299728394,0.0,0.30388784408569336,0.1096799373626709,40002028,40006025,44003030
wgan,WGAN-GP (classe 0),4,4,1,7,0.2692307692307692,0.7564102564102564,0.7533333333333333,0.9912280701754386,0.8560606060606061,0.5551378446115288,5,37,1,113,0,0,0,546,546,147,399,22.280312299728394,0.0,0.2862529754638672,0.10842037200927734,40002028,40006025,44003031
wgan,WGAN-GP (classe 0),4,4,1,8,0.2692307692307692,0.6923076923076923,0.7619047619047619,0.8421052631578947,0.8,0.5639097744360901,12,30,18,96,0,0,0,546,546,147,399,22.280312299728394,0.0,0.3042445182800293,0.11049771308898926,40002028,40006025,44003032
wgan,WGAN-GP (classe 0),4,4,1,9,0.2692307692307692,0.5384615384615384,0.8620689655172413,0.43859649122807015,0.5813953488372093,0.6240601503759399,34,8,64,50,0,0,0,546,546,147,399,22.280312299728394,0.0,0.28673219680786133,0.10825181007385254,40002028,40006025,44003033
